0,2713.320215782982
1,2539.802921477262
2,2258.574851455014
3,2022.305484271405
4,1835.7848672023606
5,1687.5045621635047
6,1567.325838750469
7,1464.8877937321847
8,1374.5164527493473
9,1292.4660265608254
10,1218.7801661394676
11,1152.8293587546411
12,1095.4051308342914
13,1048.2528160286229
14,1007.1134177639724
15,968.9422993996445
16,931.8512098662325
17,894.6458562498437
18,860.2167028550531
19,831.6036022024693
20,803.9014623425073
21,771.589400570814
22,736.6041436928617
23,700.8473789321549
24,665.3944043276531
25,633.4046762595875
26,603.1066972492432
27,574.2303356541469
28,549.4676915407038
29,526.9247299806517
30,508.735296372358
31,496.6929507703984
32,486.54981981434156
33,473.48194384824615
34,455.20283469865825
35,436.30408225380125
36,416.516281163159
37,396.1496431467265
38,377.9604971403495
39,364.5611380863067
40,354.06399978487764
41,345.7026861420262
42,336.95297037803124
43,327.67036359765746
44,320.02488867982555
45,312.39190462668546
46,306.2789992841187
47,302.1575376769056
48,298.440075797184
49,299.3168042832378
50,307.5028495646234
51,316.2534936781802
52,315.5073223731084
53,307.31355304687617
54,304.1820683727352
55,309.84104845482494
56,320.47547328449014
57,326.49503006942456
58,325.3559750793636
59,322.40146563085125
60,317.46063438983987
61,309.34242570017847
62,299.1264676641942
63,287.4798438417516
64,276.3433540146089
65,265.37944661075005
66,254.60707943436756
67,242.55266677727232
68,230.5057504309618
69,218.40152974335268
70,208.20230671807715
71,201.99432428795993
72,196.39294563029614
73,189.08749447924657
74,179.7087819902297
75,174.72717160487838
76,170.57734944021735
77,166.66068487956136
78,166.79130495092406
79,165.36443131373076
80,160.45402286425954
81,156.51167411245694
82,153.41530019906835
83,149.14002893585246
84,140.09024772378572
85,131.1347521964855
86,122.79014651876679
87,112.3953071179442
88,102.01463766901357
89,96.56333529253928
90,94.01710636354153
91,92.82007193909484
92,90.13766512239141
93,83.36568969310748
94,75.6029945028638
95,71.83976987658345
96,68.75522832012896
97,65.44055801829019
98,61.853005179706486
99,56.65883772134026
