,y
0,22.241379310344826
1,14.068965517241395
2,19.241379310344826
3,23.48275862068965
4,24.0
5,31.413793103448256
6,35.9655172413793
7,37.551724137931046
8,32.62068965517244
9,24.965517241379303
10,19.655172413793082
11,25.17241379310343
12,42.82758620689657
13,39.37931034482756
14,26.37931034482756
15,21.103448275862092
16,17.241379310344826
17,16.137931034482733
18,19.758620689655174
19,15.517241379310349
20,12.31034482758622
21,9.275862068965523
22,3.275862068965523
23,-1.5172413793103487
24,-2.862068965517267
25,-5.206896551724128
26,-4.655172413793082
27,-7.241379310344826
28,-8.275862068965523
29,-6.586206896551744
30,-7.655172413793082
31,-13.17241379310343
32,-18.965517241379303
33,-23.51724137931035
34,-30.862068965517267
35,-34.241379310344826
36,-38.586206896551744
37,-43.758620689655174
38,-46.448275862068954
39,-44.17241379310343
40,-40.34482758620692
41,-35.37931034482756
42,-32.89655172413791
43,-28.758620689655174
44,-32.65517241379308
45,-35.34482758620692
46,-37.51724137931035
47,-38.931034482758605
48,-38.20689655172413
49,-34.20689655172413
50,-31.206896551724128
51,-31.275862068965523
52,-31.931034482758605
53,-35.586206896551744
54,-39.448275862068954
55,-40.37931034482756
56,-37.34482758620692
57,-32.65517241379308
58,-24.82758620689657
59,-26.344827586206918
60,-37.551724137931046
61,-49.931034482758605
62,-52.413793103448256
63,-56.89655172413791
64,-57.13793103448273
65,-49.758620689655174
66,-43.931034482758605
67,-47.448275862068954
68,-47.86206896551727
69,-14.413793103448256
70,-2.6206896551724412
71,-10.517241379310349
72,-5.206896551724128
73,-5.931034482758605
74,-0.6551724137930819
75,1.4482758620689538
76,-6.0
77,-21.82758620689657
78,-38.86206896551727
79,-41.586206896551744
80,-33.241379310344826
81,-27.793103448275872
82,-21.931034482758605
83,-24.586206896551744
84,-33.413793103448256
85,-46.51724137931035
86,-54.068965517241395
87,-60.65517241379308
88,-63.586206896551744
89,-65.20689655172413
90,-64.34482758620692
91,-64.62068965517244
92,-62.37931034482756
93,-63.72413793103448
94,-70.10344827586209
95,-77.55172413793105
96,-83.68965517241378
97,-85.0689655172414
98,-78.82758620689657
99,-64.65517241379308
100,-60.0344827586207
101,-59.65517241379308
102,-61.37931034482756
103,-68.13793103448273
104,-68.41379310344826
105,-66.37931034482756
106,-68.27586206896552
107,-62.72413793103448
108,-51.068965517241395
109,73.27586206896552
110,48.37931034482756
111,7.724137931034477
112,-1.068965517241395
113,-9.655172413793082
114,-22.448275862068954
115,-21.758620689655174
116,-24.586206896551744
117,-24.793103448275872
118,-26.448275862068954
119,-19.862068965517267
120,-16.241379310344826
121,-16.931034482758605
122,-17.344827586206918
123,-14.551724137931046
124,-14.17241379310343
125,-11.068965517241395
126,-12.586206896551744
127,-18.0
128,19.206896551724128
129,62.413793103448256
130,48.37931034482756
131,32.20689655172413
132,18.103448275862092
133,12.724137931034477
134,26.034482758620697
135,7.310344827586221
136,-3.931034482758605
137,-6.620689655172441
138,2.8275862068965694
139,122.68965517241378
140,209.24137931034483
141,175.55172413793105
142,132.68965517241378
143,81.0344827586207
144,40.10344827586209
145,22.586206896551744
146,16.413793103448256
147,37.48275862068965
148,200.9655172413793
149,244.1034482758621
150,206.9655172413793
151,158.82758620689657
152,120.44827586206895
153,90.82758620689657
154,65.0344827586207
155,57.241379310344826
156,57.79310344827587
157,53.758620689655174
158,42.0344827586207
159,43.65517241379308
160,54.68965517241378
161,39.9655172413793
162,53.0344827586207
163,63.86206896551727
164,43.51724137931035
165,32.413793103448256
166,26.51724137931035
167,23.413793103448256
168,18.931034482758605
169,8.413793103448256
170,10.620689655172441
171,9.862068965517267
172,11.862068965517267
173,14.413793103448256
174,2.1724137931034306
175,-5.482758620689651
176,-10.482758620689651
177,-15.965517241379303
178,-21.82758620689657
179,-21.241379310344826
180,-20.17241379310343
181,-6.068965517241395
182,-2.1034482758620925
183,1.0
