,y
0,31.343842364532016
1,44.06502463054187
2,18.66847290640394
3,-22.63842364532019
4,-35.946798029556646
5,-66.13645320197044
6,-61.13645320197044
7,-54.09802955665026
8,-74.70985221674877
9,-87.44236453201972
10,-23.71330049261084
11,-66.52216748768474
12,-104.22068965517242
13,-132.32463054187193
14,-119.7192118226601
15,-39.67487684729066
16,-45.25123152709362
17,-33.25221674876848
18,22.62955665024631
19,26.704926108374384
20,174.24679802955666
21,299.43645320197044
22,67.2270935960591
23,48.134975369458125
24,-3.9000000000000017
25,-39.805418719211836
26,17.808866995073895
27,-27.73743842364532
28,-33.16059113300493
29,-25.305418719211822
30,130.79556650246303
31,90.28275862068965
32,11.897536945812815
33,-1.012807881773399
34,0.7852216748768482
35,-21.4832512315271
36,-27.07487684729065
37,-20.648768472906397
38,1.87438423645321
39,3.8064039408867054
40,-4.944334975369455
41,73.44039408866995
42,124.84384236453204
43,31.46206896551724
44,36.76256157635468
45,20.999999999999993
46,38.645320197044335
47,10.86354679802956
48,-21.33349753694581
49,-39.98522167487685
50,-27.746305418719214
51,-34.3948275862069
52,-24.55615763546798
53,3.307881773399017
54,8.682758620689661
55,-38.40985221674877
56,-31.703940886699506
57,-57.13645320197044
58,6.249261083743842
59,-4.712315270935967
60,-25.809852216748766
61,-20.81379310344829
62,-29.927586206896557
63,-79.25073891625615
64,80.66502463054188
65,36.80394088669949
66,-23.304926108374385
67,-50.81773399014781
68,-52.05123152709363
69,-0.5379310344827734
70,-32.813300492610836
71,-55.55221674876848
72,-88.8960591133005
73,-26.992118226601008
74,-50.687192118226605
75,-15.865024630541873
76,8.799999999999999
77,-47.03399014778326
78,-37.63399014778325
79,-43.98029556650247
80,-11.374876847290642
81,-97.3625615763547
82,-95.8615763546798
83,-59.94581280788178
84,-50.1167487684729
85,-28.098522167487683
86,-37.271921182266006
87,74.84532019704433
88,27.56798029556649
89,-23.29162561576354
90,-33.95418719211822
91,-17.53645320197044
92,1.041379310344831
93,19.040394088669945
94,127.12955665024631
95,271.3906403940886
96,136.7625615763547
97,125.71428571428571
98,116.78817733990148
99,51.163546798029564
100,28.066502463054185
101,5.214778325123151
102,-1.8891625615763559
103,-37.994827586206895
104,-28.413300492610837
105,-17.563546798029556
106,25.89704433497538
107,31.533004926108372
108,-1.261083743842363
109,-36.936453201970444
110,-47.06502463054187
111,-47.512315270935964
112,-74.80985221674878
113,-106.18522167487686
114,-80.25615763546797
115,143.03497536945812
116,-10.477832512315278
117,11.375369458128072
118,2.266502463054187
119,-32.8177339901478
120,-23.851231527093613
121,-24.62364532019706
122,-37.641871921182265
123,-58.12364532019705
124,-76.21034482758623
125,-27.363546798029574
126,-53.80147783251232
127,-54.23645320197044
128,-60.17142857142857
129,-39.41970443349754
130,-36.319704433497535
131,-56.651724137931026
132,-37.98916256157635
133,204.80886699507386
134,-30.833004926108384
135,-28.445812807881772
136,-25.77389162561576
137,-11.027093596059112
138,61.613793103448266
